,id,filepath,label
523,blues,blues/blues.00013.au,0
530,blues,blues/blues.00025.au,0
540,blues,blues/blues.00018.au,0
554,blues,blues/blues.00078.au,0
558,blues,blues/blues.00091.au,0
565,blues,blues/blues.00066.au,0
570,blues,blues/blues.00048.au,0
589,blues,blues/blues.00081.au,0
597,blues,blues/blues.00039.au,0
624,blues,blues/blues.00035.au,0
634,blues,blues/blues.00077.au,0
677,blues,blues/blues.00057.au,0
678,blues,blues/blues.00015.au,0
680,blues,blues/blues.00071.au,0
706,blues,blues/blues.00043.au,0
721,blues,blues/blues.00037.au,0
730,blues,blues/blues.00082.au,0
733,blues,blues/blues.00087.au,0
739,blues,blues/blues.00004.au,0
752,blues,blues/blues.00041.au,0
758,blues,blues/blues.00080.au,0
763,blues,blues/blues.00032.au,0
767,blues,blues/blues.00034.au,0
773,blues,blues/blues.00033.au,0
775,blues,blues/blues.00086.au,0
798,blues,blues/blues.00069.au,0
805,blues,blues/blues.00075.au,0
809,blues,blues/blues.00047.au,0
812,blues,blues/blues.00052.au,0
814,blues,blues/blues.00060.au,0
821,blues,blues/blues.00061.au,0
850,blues,blues/blues.00088.au,0
856,blues,blues/blues.00022.au,0
862,blues,blues/blues.00001.au,0
881,blues,blues/blues.00011.au,0
885,blues,blues/blues.00085.au,0
891,blues,blues/blues.00042.au,0
893,blues,blues/blues.00040.au,0
5,classical,classical/classical.00015.au,1
14,classical,classical/classical.00068.au,1
22,classical,classical/classical.00069.au,1
25,classical,classical/classical.00048.au,1
26,classical,classical/classical.00078.au,1
48,classical,classical/classical.00070.au,1
57,classical,classical/classical.00057.au,1
59,classical,classical/classical.00031.au,1
65,classical,classical/classical.00016.au,1
71,classical,classical/classical.00002.au,1
76,classical,classical/classical.00012.au,1
78,classical,classical/classical.00021.au,1
81,classical,classical/classical.00084.au,1
126,classical,classical/classical.00019.au,1
127,classical,classical/classical.00029.au,1
153,classical,classical/classical.00007.au,1
155,classical,classical/classical.00047.au,1
189,classical,classical/classical.00074.au,1
194,classical,classical/classical.00004.au,1
201,classical,classical/classical.00030.au,1
217,classical,classical/classical.00097.au,1
246,classical,classical/classical.00080.au,1
249,classical,classical/classical.00006.au,1
250,classical,classical/classical.00055.au,1
262,classical,classical/classical.00041.au,1
267,classical,classical/classical.00034.au,1
268,classical,classical/classical.00088.au,1
276,classical,classical/classical.00024.au,1
296,classical,classical/classical.00076.au,1
301,classical,classical/classical.00042.au,1
312,classical,classical/classical.00089.au,1
316,classical,classical/classical.00049.au,1
325,classical,classical/classical.00035.au,1
328,classical,classical/classical.00027.au,1
332,classical,classical/classical.00046.au,1
340,classical,classical/classical.00000.au,1
350,classical,classical/classical.00009.au,1
356,classical,classical/classical.00011.au,1
361,classical,classical/classical.00036.au,1
377,classical,classical/classical.00020.au,1
383,classical,classical/classical.00064.au,1
386,classical,classical/classical.00045.au,1
398,classical,classical/classical.00032.au,1
400,classical,classical/classical.00081.au,1
418,classical,classical/classical.00095.au,1
421,classical,classical/classical.00082.au,1
428,classical,classical/classical.00051.au,1
429,classical,classical/classical.00096.au,1
461,classical,classical/classical.00083.au,1
468,classical,classical/classical.00005.au,1
479,classical,classical/classical.00065.au,1
496,classical,classical/classical.00025.au,1
501,classical,classical/classical.00037.au,1
516,classical,classical/classical.00052.au,1
517,classical,classical/classical.00093.au,1
519,classical,classical/classical.00033.au,1
528,classical,classical/classical.00090.au,1
529,classical,classical/classical.00071.au,1
557,classical,classical/classical.00008.au,1
572,classical,classical/classical.00063.au,1
594,classical,classical/classical.00058.au,1
599,classical,classical/classical.00026.au,1
611,classical,classical/classical.00094.au,1
614,classical,classical/classical.00085.au,1
615,classical,classical/classical.00043.au,1
636,classical,classical/classical.00099.au,1
639,classical,classical/classical.00050.au,1
681,classical,classical/classical.00067.au,1
697,classical,classical/classical.00039.au,1
702,classical,classical/classical.00059.au,1
717,classical,classical/classical.00001.au,1
729,classical,classical/classical.00056.au,1
735,classical,classical/classical.00022.au,1
779,classical,classical/classical.00013.au,1
823,classical,classical/classical.00066.au,1
828,classical,classical/classical.00003.au,1
830,classical,classical/classical.00010.au,1
835,classical,classical/classical.00054.au,1
839,classical,classical/classical.00092.au,1
840,classical,classical/classical.00060.au,1
848,classical,classical/classical.00086.au,1
869,classical,classical/classical.00079.au,1
877,classical,classical/classical.00044.au,1
6,country,country/country.00040.au,2
19,country,country/country.00003.au,2
36,country,country/country.00018.au,2
50,country,country/country.00059.au,2
52,country,country/country.00044.au,2
73,country,country/country.00081.au,2
77,country,country/country.00063.au,2
86,country,country/country.00030.au,2
90,country,country/country.00085.au,2
103,country,country/country.00026.au,2
105,country,country/country.00032.au,2
115,country,country/country.00092.au,2
123,country,country/country.00067.au,2
132,country,country/country.00043.au,2
169,country,country/country.00083.au,2
188,country,country/country.00096.au,2
197,country,country/country.00033.au,2
209,country,country/country.00060.au,2
215,country,country/country.00087.au,2
216,country,country/country.00078.au,2
224,country,country/country.00009.au,2
225,country,country/country.00045.au,2
227,country,country/country.00034.au,2
241,country,country/country.00069.au,2
259,country,country/country.00050.au,2
290,country,country/country.00012.au,2
297,country,country/country.00051.au,2
304,country,country/country.00022.au,2
323,country,country/country.00015.au,2
324,country,country/country.00053.au,2
327,country,country/country.00089.au,2
331,country,country/country.00001.au,2
333,country,country/country.00088.au,2
335,country,country/country.00090.au,2
338,country,country/country.00057.au,2
344,country,country/country.00095.au,2
346,country,country/country.00070.au,2
354,country,country/country.00080.au,2
370,country,country/country.00010.au,2
384,country,country/country.00041.au,2
417,country,country/country.00004.au,2
427,country,country/country.00023.au,2
430,country,country/country.00076.au,2
441,country,country/country.00021.au,2
455,country,country/country.00054.au,2
456,country,country/country.00091.au,2
475,country,country/country.00007.au,2
478,country,country/country.00056.au,2
500,country,country/country.00039.au,2
532,country,country/country.00084.au,2
541,country,country/country.00019.au,2
556,country,country/country.00098.au,2
561,country,country/country.00073.au,2
568,country,country/country.00079.au,2
573,country,country/country.00072.au,2
584,country,country/country.00028.au,2
602,country,country/country.00062.au,2
607,country,country/country.00016.au,2
610,country,country/country.00046.au,2
630,country,country/country.00099.au,2
635,country,country/country.00024.au,2
645,country,country/country.00094.au,2
649,country,country/country.00011.au,2
650,country,country/country.00013.au,2
657,country,country/country.00042.au,2
659,country,country/country.00037.au,2
660,country,country/country.00038.au,2
661,country,country/country.00049.au,2
664,country,country/country.00000.au,2
666,country,country/country.00047.au,2
667,country,country/country.00075.au,2
687,country,country/country.00068.au,2
692,country,country/country.00086.au,2
693,country,country/country.00002.au,2
736,country,country/country.00029.au,2
740,country,country/country.00097.au,2
748,country,country/country.00082.au,2
760,country,country/country.00048.au,2
780,country,country/country.00093.au,2
781,country,country/country.00071.au,2
785,country,country/country.00014.au,2
787,country,country/country.00005.au,2
793,country,country/country.00055.au,2
810,country,country/country.00058.au,2
825,country,country/country.00031.au,2
831,country,country/country.00006.au,2
841,country,country/country.00061.au,2
879,country,country/country.00020.au,2
886,country,country/country.00025.au,2
899,country,country/country.00074.au,2
0,disco,disco/disco.00027.au,3
20,disco,disco/disco.00030.au,3
29,disco,disco/disco.00063.au,3
31,disco,disco/disco.00031.au,3
37,disco,disco/disco.00073.au,3
42,disco,disco/disco.00082.au,3
63,disco,disco/disco.00005.au,3
67,disco,disco/disco.00084.au,3
89,disco,disco/disco.00003.au,3
111,disco,disco/disco.00051.au,3
121,disco,disco/disco.00010.au,3
148,disco,disco/disco.00012.au,3
164,disco,disco/disco.00095.au,3
165,disco,disco/disco.00025.au,3
171,disco,disco/disco.00067.au,3
179,disco,disco/disco.00014.au,3
191,disco,disco/disco.00085.au,3
205,disco,disco/disco.00023.au,3
242,disco,disco/disco.00071.au,3
248,disco,disco/disco.00091.au,3
254,disco,disco/disco.00053.au,3
278,disco,disco/disco.00020.au,3
281,disco,disco/disco.00055.au,3
334,disco,disco/disco.00076.au,3
347,disco,disco/disco.00041.au,3
363,disco,disco/disco.00098.au,3
364,disco,disco/disco.00016.au,3
368,disco,disco/disco.00047.au,3
379,disco,disco/disco.00078.au,3
380,disco,disco/disco.00017.au,3
381,disco,disco/disco.00032.au,3
394,disco,disco/disco.00059.au,3
399,disco,disco/disco.00034.au,3
405,disco,disco/disco.00037.au,3
420,disco,disco/disco.00072.au,3
423,disco,disco/disco.00097.au,3
437,disco,disco/disco.00061.au,3
448,disco,disco/disco.00087.au,3
471,disco,disco/disco.00021.au,3
476,disco,disco/disco.00029.au,3
493,disco,disco/disco.00052.au,3
494,disco,disco/disco.00065.au,3
495,disco,disco/disco.00013.au,3
499,disco,disco/disco.00093.au,3
505,disco,disco/disco.00019.au,3
518,disco,disco/disco.00089.au,3
520,disco,disco/disco.00074.au,3
534,disco,disco/disco.00008.au,3
538,disco,disco/disco.00018.au,3
549,disco,disco/disco.00045.au,3
551,disco,disco/disco.00039.au,3
555,disco,disco/disco.00088.au,3
560,disco,disco/disco.00000.au,3
577,disco,disco/disco.00060.au,3
581,disco,disco/disco.00099.au,3
583,disco,disco/disco.00057.au,3
586,disco,disco/disco.00011.au,3
625,disco,disco/disco.00092.au,3
631,disco,disco/disco.00086.au,3
632,disco,disco/disco.00043.au,3
648,disco,disco/disco.00015.au,3
668,disco,disco/disco.00094.au,3
676,disco,disco/disco.00069.au,3
682,disco,disco/disco.00048.au,3
694,disco,disco/disco.00070.au,3
701,disco,disco/disco.00044.au,3
704,disco,disco/disco.00022.au,3
712,disco,disco/disco.00002.au,3
731,disco,disco/disco.00054.au,3
732,disco,disco/disco.00004.au,3
741,disco,disco/disco.00026.au,3
743,disco,disco/disco.00064.au,3
750,disco,disco/disco.00081.au,3
754,disco,disco/disco.00028.au,3
759,disco,disco/disco.00058.au,3
777,disco,disco/disco.00077.au,3
782,disco,disco/disco.00001.au,3
783,disco,disco/disco.00050.au,3
786,disco,disco/disco.00007.au,3
796,disco,disco/disco.00090.au,3
808,disco,disco/disco.00033.au,3
813,disco,disco/disco.00036.au,3
819,disco,disco/disco.00049.au,3
820,disco,disco/disco.00024.au,3
827,disco,disco/disco.00040.au,3
829,disco,disco/disco.00096.au,3
833,disco,disco/disco.00079.au,3
847,disco,disco/disco.00056.au,3
10,hiphop,hiphop/hiphop.00036.au,4
43,hiphop,hiphop/hiphop.00032.au,4
44,hiphop,hiphop/hiphop.00005.au,4
79,hiphop,hiphop/hiphop.00055.au,4
88,hiphop,hiphop/hiphop.00027.au,4
99,hiphop,hiphop/hiphop.00035.au,4
122,hiphop,hiphop/hiphop.00008.au,4
125,hiphop,hiphop/hiphop.00039.au,4
129,hiphop,hiphop/hiphop.00010.au,4
140,hiphop,hiphop/hiphop.00053.au,4
150,hiphop,hiphop/hiphop.00094.au,4
152,hiphop,hiphop/hiphop.00004.au,4
176,hiphop,hiphop/hiphop.00031.au,4
178,hiphop,hiphop/hiphop.00079.au,4
192,hiphop,hiphop/hiphop.00063.au,4
198,hiphop,hiphop/hiphop.00059.au,4
203,hiphop,hiphop/hiphop.00048.au,4
207,hiphop,hiphop/hiphop.00003.au,4
208,hiphop,hiphop/hiphop.00066.au,4
210,hiphop,hiphop/hiphop.00020.au,4
218,hiphop,hiphop/hiphop.00061.au,4
229,hiphop,hiphop/hiphop.00052.au,4
230,hiphop,hiphop/hiphop.00041.au,4
237,hiphop,hiphop/hiphop.00097.au,4
243,hiphop,hiphop/hiphop.00012.au,4
247,hiphop,hiphop/hiphop.00037.au,4
271,hiphop,hiphop/hiphop.00014.au,4
272,hiphop,hiphop/hiphop.00006.au,4
273,hiphop,hiphop/hiphop.00058.au,4
277,hiphop,hiphop/hiphop.00046.au,4
299,hiphop,hiphop/hiphop.00024.au,4
300,hiphop,hiphop/hiphop.00047.au,4
302,hiphop,hiphop/hiphop.00009.au,4
311,hiphop,hiphop/hiphop.00016.au,4
326,hiphop,hiphop/hiphop.00001.au,4
329,hiphop,hiphop/hiphop.00000.au,4
348,hiphop,hiphop/hiphop.00030.au,4
365,hiphop,hiphop/hiphop.00067.au,4
366,hiphop,hiphop/hiphop.00049.au,4
375,hiphop,hiphop/hiphop.00068.au,4
385,hiphop,hiphop/hiphop.00054.au,4
406,hiphop,hiphop/hiphop.00015.au,4
410,hiphop,hiphop/hiphop.00080.au,4
425,hiphop,hiphop/hiphop.00083.au,4
434,hiphop,hiphop/hiphop.00095.au,4
435,hiphop,hiphop/hiphop.00019.au,4
438,hiphop,hiphop/hiphop.00057.au,4
453,hiphop,hiphop/hiphop.00065.au,4
465,hiphop,hiphop/hiphop.00064.au,4
488,hiphop,hiphop/hiphop.00087.au,4
490,hiphop,hiphop/hiphop.00022.au,4
503,hiphop,hiphop/hiphop.00089.au,4
511,hiphop,hiphop/hiphop.00085.au,4
515,hiphop,hiphop/hiphop.00081.au,4
521,hiphop,hiphop/hiphop.00051.au,4
535,hiphop,hiphop/hiphop.00077.au,4
542,hiphop,hiphop/hiphop.00084.au,4
544,hiphop,hiphop/hiphop.00092.au,4
552,hiphop,hiphop/hiphop.00062.au,4
574,hiphop,hiphop/hiphop.00029.au,4
575,hiphop,hiphop/hiphop.00076.au,4
585,hiphop,hiphop/hiphop.00028.au,4
601,hiphop,hiphop/hiphop.00060.au,4
603,hiphop,hiphop/hiphop.00025.au,4
606,hiphop,hiphop/hiphop.00013.au,4
637,hiphop,hiphop/hiphop.00021.au,4
655,hiphop,hiphop/hiphop.00017.au,4
656,hiphop,hiphop/hiphop.00086.au,4
665,hiphop,hiphop/hiphop.00023.au,4
670,hiphop,hiphop/hiphop.00071.au,4
685,hiphop,hiphop/hiphop.00040.au,4
699,hiphop,hiphop/hiphop.00091.au,4
705,hiphop,hiphop/hiphop.00082.au,4
714,hiphop,hiphop/hiphop.00038.au,4
719,hiphop,hiphop/hiphop.00011.au,4
720,hiphop,hiphop/hiphop.00050.au,4
722,hiphop,hiphop/hiphop.00044.au,4
737,hiphop,hiphop/hiphop.00096.au,4
756,hiphop,hiphop/hiphop.00002.au,4
761,hiphop,hiphop/hiphop.00007.au,4
762,hiphop,hiphop/hiphop.00078.au,4
766,hiphop,hiphop/hiphop.00018.au,4
769,hiphop,hiphop/hiphop.00069.au,4
770,hiphop,hiphop/hiphop.00075.au,4
771,hiphop,hiphop/hiphop.00073.au,4
792,hiphop,hiphop/hiphop.00034.au,4
795,hiphop,hiphop/hiphop.00099.au,4
811,hiphop,hiphop/hiphop.00042.au,4
838,hiphop,hiphop/hiphop.00033.au,4
859,hiphop,hiphop/hiphop.00056.au,4
866,hiphop,hiphop/hiphop.00043.au,4
872,hiphop,hiphop/hiphop.00098.au,4
876,hiphop,hiphop/hiphop.00026.au,4
888,hiphop,hiphop/hiphop.00090.au,4
9,jazz,jazz/jazz.00022.au,5
15,jazz,jazz/jazz.00066.au,5
16,jazz,jazz/jazz.00062.au,5
21,jazz,jazz/jazz.00077.au,5
27,jazz,jazz/jazz.00002.au,5
30,jazz,jazz/jazz.00016.au,5
32,jazz,jazz/jazz.00061.au,5
39,jazz,jazz/jazz.00071.au,5
61,jazz,jazz/jazz.00042.au,5
74,jazz,jazz/jazz.00072.au,5
75,jazz,jazz/jazz.00045.au,5
93,jazz,jazz/jazz.00036.au,5
95,jazz,jazz/jazz.00026.au,5
118,jazz,jazz/jazz.00023.au,5
119,jazz,jazz/jazz.00065.au,5
131,jazz,jazz/jazz.00043.au,5
133,jazz,jazz/jazz.00012.au,5
142,jazz,jazz/jazz.00055.au,5
159,jazz,jazz/jazz.00019.au,5
168,jazz,jazz/jazz.00006.au,5
204,jazz,jazz/jazz.00048.au,5
213,jazz,jazz/jazz.00017.au,5
228,jazz,jazz/jazz.00096.au,5
233,jazz,jazz/jazz.00004.au,5
234,jazz,jazz/jazz.00092.au,5
238,jazz,jazz/jazz.00037.au,5
244,jazz,jazz/jazz.00010.au,5
252,jazz,jazz/jazz.00047.au,5
253,jazz,jazz/jazz.00041.au,5
256,jazz,jazz/jazz.00075.au,5
260,jazz,jazz/jazz.00009.au,5
270,jazz,jazz/jazz.00064.au,5
279,jazz,jazz/jazz.00094.au,5
284,jazz,jazz/jazz.00070.au,5
287,jazz,jazz/jazz.00076.au,5
306,jazz,jazz/jazz.00025.au,5
314,jazz,jazz/jazz.00033.au,5
318,jazz,jazz/jazz.00028.au,5
320,jazz,jazz/jazz.00046.au,5
321,jazz,jazz/jazz.00091.au,5
322,jazz,jazz/jazz.00032.au,5
336,jazz,jazz/jazz.00053.au,5
352,jazz,jazz/jazz.00067.au,5
353,jazz,jazz/jazz.00044.au,5
357,jazz,jazz/jazz.00038.au,5
360,jazz,jazz/jazz.00024.au,5
362,jazz,jazz/jazz.00020.au,5
367,jazz,jazz/jazz.00081.au,5
373,jazz,jazz/jazz.00078.au,5
393,jazz,jazz/jazz.00034.au,5
396,jazz,jazz/jazz.00008.au,5
402,jazz,jazz/jazz.00083.au,5
403,jazz,jazz/jazz.00054.au,5
414,jazz,jazz/jazz.00082.au,5
442,jazz,jazz/jazz.00088.au,5
447,jazz,jazz/jazz.00090.au,5
452,jazz,jazz/jazz.00040.au,5
480,jazz,jazz/jazz.00011.au,5
482,jazz,jazz/jazz.00098.au,5
483,jazz,jazz/jazz.00059.au,5
492,jazz,jazz/jazz.00052.au,5
507,jazz,jazz/jazz.00015.au,5
513,jazz,jazz/jazz.00086.au,5
524,jazz,jazz/jazz.00003.au,5
526,jazz,jazz/jazz.00001.au,5
531,jazz,jazz/jazz.00068.au,5
576,jazz,jazz/jazz.00058.au,5
587,jazz,jazz/jazz.00084.au,5
596,jazz,jazz/jazz.00007.au,5
618,jazz,jazz/jazz.00029.au,5
638,jazz,jazz/jazz.00057.au,5
658,jazz,jazz/jazz.00069.au,5
669,jazz,jazz/jazz.00018.au,5
674,jazz,jazz/jazz.00039.au,5
675,jazz,jazz/jazz.00089.au,5
690,jazz,jazz/jazz.00056.au,5
708,jazz,jazz/jazz.00073.au,5
738,jazz,jazz/jazz.00097.au,5
755,jazz,jazz/jazz.00050.au,5
757,jazz,jazz/jazz.00051.au,5
797,jazz,jazz/jazz.00049.au,5
801,jazz,jazz/jazz.00074.au,5
803,jazz,jazz/jazz.00060.au,5
817,jazz,jazz/jazz.00013.au,5
846,jazz,jazz/jazz.00087.au,5
860,jazz,jazz/jazz.00005.au,5
871,jazz,jazz/jazz.00063.au,5
887,jazz,jazz/jazz.00093.au,5
897,jazz,jazz/jazz.00021.au,5
17,metal,metal/metal.00031.au,6
18,metal,metal/metal.00017.au,6
34,metal,metal/metal.00006.au,6
35,metal,metal/metal.00075.au,6
38,metal,metal/metal.00064.au,6
46,metal,metal/metal.00048.au,6
49,metal,metal/metal.00038.au,6
54,metal,metal/metal.00095.au,6
92,metal,metal/metal.00033.au,6
102,metal,metal/metal.00062.au,6
106,metal,metal/metal.00027.au,6
107,metal,metal/metal.00005.au,6
117,metal,metal/metal.00007.au,6
130,metal,metal/metal.00049.au,6
134,metal,metal/metal.00086.au,6
138,metal,metal/metal.00076.au,6
139,metal,metal/metal.00074.au,6
149,metal,metal/metal.00092.au,6
170,metal,metal/metal.00042.au,6
174,metal,metal/metal.00055.au,6
182,metal,metal/metal.00039.au,6
193,metal,metal/metal.00050.au,6
195,metal,metal/metal.00010.au,6
196,metal,metal/metal.00025.au,6
202,metal,metal/metal.00082.au,6
206,metal,metal/metal.00016.au,6
212,metal,metal/metal.00089.au,6
222,metal,metal/metal.00097.au,6
257,metal,metal/metal.00018.au,6
275,metal,metal/metal.00091.au,6
280,metal,metal/metal.00028.au,6
282,metal,metal/metal.00013.au,6
286,metal,metal/metal.00035.au,6
289,metal,metal/metal.00014.au,6
317,metal,metal/metal.00069.au,6
330,metal,metal/metal.00077.au,6
343,metal,metal/metal.00012.au,6
351,metal,metal/metal.00065.au,6
376,metal,metal/metal.00090.au,6
401,metal,metal/metal.00054.au,6
419,metal,metal/metal.00015.au,6
432,metal,metal/metal.00078.au,6
443,metal,metal/metal.00057.au,6
444,metal,metal/metal.00002.au,6
449,metal,metal/metal.00085.au,6
454,metal,metal/metal.00020.au,6
462,metal,metal/metal.00066.au,6
463,metal,metal/metal.00056.au,6
485,metal,metal/metal.00063.au,6
543,metal,metal/metal.00000.au,6
547,metal,metal/metal.00037.au,6
571,metal,metal/metal.00067.au,6
580,metal,metal/metal.00087.au,6
582,metal,metal/metal.00036.au,6
590,metal,metal/metal.00022.au,6
593,metal,metal/metal.00041.au,6
600,metal,metal/metal.00071.au,6
605,metal,metal/metal.00070.au,6
608,metal,metal/metal.00009.au,6
620,metal,metal/metal.00096.au,6
622,metal,metal/metal.00032.au,6
623,metal,metal/metal.00068.au,6
644,metal,metal/metal.00026.au,6
651,metal,metal/metal.00011.au,6
673,metal,metal/metal.00001.au,6
679,metal,metal/metal.00023.au,6
686,metal,metal/metal.00052.au,6
696,metal,metal/metal.00046.au,6
700,metal,metal/metal.00021.au,6
707,metal,metal/metal.00008.au,6
711,metal,metal/metal.00084.au,6
725,metal,metal/metal.00051.au,6
726,metal,metal/metal.00019.au,6
746,metal,metal/metal.00030.au,6
768,metal,metal/metal.00060.au,6
800,metal,metal/metal.00044.au,6
804,metal,metal/metal.00072.au,6
815,metal,metal/metal.00088.au,6
816,metal,metal/metal.00061.au,6
818,metal,metal/metal.00004.au,6
842,metal,metal/metal.00099.au,6
857,metal,metal/metal.00093.au,6
865,metal,metal/metal.00040.au,6
873,metal,metal/metal.00073.au,6
874,metal,metal/metal.00083.au,6
878,metal,metal/metal.00053.au,6
880,metal,metal/metal.00029.au,6
890,metal,metal/metal.00047.au,6
895,metal,metal/metal.00059.au,6
898,metal,metal/metal.00094.au,6
3,pop,pop/pop.00052.au,7
4,pop,pop/pop.00051.au,7
11,pop,pop/pop.00088.au,7
23,pop,pop/pop.00095.au,7
60,pop,pop/pop.00039.au,7
68,pop,pop/pop.00077.au,7
84,pop,pop/pop.00030.au,7
87,pop,pop/pop.00020.au,7
96,pop,pop/pop.00042.au,7
97,pop,pop/pop.00094.au,7
98,pop,pop/pop.00003.au,7
101,pop,pop/pop.00012.au,7
109,pop,pop/pop.00090.au,7
116,pop,pop/pop.00076.au,7
137,pop,pop/pop.00087.au,7
141,pop,pop/pop.00048.au,7
143,pop,pop/pop.00015.au,7
158,pop,pop/pop.00013.au,7
173,pop,pop/pop.00098.au,7
175,pop,pop/pop.00031.au,7
183,pop,pop/pop.00097.au,7
186,pop,pop/pop.00005.au,7
187,pop,pop/pop.00054.au,7
214,pop,pop/pop.00074.au,7
219,pop,pop/pop.00022.au,7
231,pop,pop/pop.00073.au,7
236,pop,pop/pop.00083.au,7
240,pop,pop/pop.00019.au,7
251,pop,pop/pop.00014.au,7
255,pop,pop/pop.00034.au,7
263,pop,pop/pop.00059.au,7
266,pop,pop/pop.00026.au,7
294,pop,pop/pop.00025.au,7
295,pop,pop/pop.00008.au,7
345,pop,pop/pop.00040.au,7
358,pop,pop/pop.00032.au,7
378,pop,pop/pop.00064.au,7
382,pop,pop/pop.00061.au,7
387,pop,pop/pop.00010.au,7
395,pop,pop/pop.00029.au,7
407,pop,pop/pop.00017.au,7
412,pop,pop/pop.00045.au,7
426,pop,pop/pop.00004.au,7
450,pop,pop/pop.00007.au,7
469,pop,pop/pop.00068.au,7
474,pop,pop/pop.00063.au,7
481,pop,pop/pop.00036.au,7
498,pop,pop/pop.00006.au,7
502,pop,pop/pop.00037.au,7
509,pop,pop/pop.00070.au,7
510,pop,pop/pop.00085.au,7
527,pop,pop/pop.00044.au,7
536,pop,pop/pop.00081.au,7
537,pop,pop/pop.00047.au,7
559,pop,pop/pop.00072.au,7
564,pop,pop/pop.00021.au,7
567,pop,pop/pop.00091.au,7
578,pop,pop/pop.00058.au,7
579,pop,pop/pop.00080.au,7
591,pop,pop/pop.00000.au,7
595,pop,pop/pop.00067.au,7
598,pop,pop/pop.00056.au,7
604,pop,pop/pop.00016.au,7
609,pop,pop/pop.00096.au,7
616,pop,pop/pop.00028.au,7
629,pop,pop/pop.00027.au,7
643,pop,pop/pop.00079.au,7
652,pop,pop/pop.00001.au,7
689,pop,pop/pop.00049.au,7
709,pop,pop/pop.00099.au,7
715,pop,pop/pop.00018.au,7
727,pop,pop/pop.00038.au,7
728,pop,pop/pop.00057.au,7
751,pop,pop/pop.00084.au,7
764,pop,pop/pop.00041.au,7
772,pop,pop/pop.00089.au,7
778,pop,pop/pop.00071.au,7
790,pop,pop/pop.00023.au,7
791,pop,pop/pop.00009.au,7
826,pop,pop/pop.00093.au,7
834,pop,pop/pop.00011.au,7
837,pop,pop/pop.00050.au,7
845,pop,pop/pop.00062.au,7
849,pop,pop/pop.00092.au,7
861,pop,pop/pop.00075.au,7
870,pop,pop/pop.00069.au,7
875,pop,pop/pop.00002.au,7
883,pop,pop/pop.00035.au,7
884,pop,pop/pop.00086.au,7
28,reggae,reggae/reggae.00035.au,8
51,reggae,reggae/reggae.00022.au,8
56,reggae,reggae/reggae.00032.au,8
64,reggae,reggae/reggae.00011.au,8
70,reggae,reggae/reggae.00045.au,8
72,reggae,reggae/reggae.00096.au,8
113,reggae,reggae/reggae.00080.au,8
114,reggae,reggae/reggae.00053.au,8
120,reggae,reggae/reggae.00036.au,8
128,reggae,reggae/reggae.00009.au,8
136,reggae,reggae/reggae.00015.au,8
147,reggae,reggae/reggae.00029.au,8
160,reggae,reggae/reggae.00093.au,8
161,reggae,reggae/reggae.00038.au,8
177,reggae,reggae/reggae.00013.au,8
211,reggae,reggae/reggae.00014.au,8
221,reggae,reggae/reggae.00071.au,8
223,reggae,reggae/reggae.00085.au,8
226,reggae,reggae/reggae.00017.au,8
232,reggae,reggae/reggae.00018.au,8
258,reggae,reggae/reggae.00069.au,8
285,reggae,reggae/reggae.00095.au,8
298,reggae,reggae/reggae.00042.au,8
305,reggae,reggae/reggae.00033.au,8
